name	id	url	picture	biography	organization	position
Grit Kienzlen	1771		http://13.re-publica.de/files/pictures/picture-1771.jpg	Grit Kienzlen, geb. 1972 ist Redakteurin bei Dradio Wissen, dem dritten Programm des Deutschlandradios. Nach einem Biologiestudium in Tübingen und Seattle volontierte sie beim Deutschlandradio in Berlin und Köln. Im Anschluss daran arbeitete sie sechs Jahre als freie Wissenschaftsjournalistin für Radio und Print mit Wohnsitzen in Köln und New York und beschäftigte sich seit dieser Zeit auch mit den Entwicklungen im Wissenschaftsjournalismus. Von 2006 bis 2009 gehörte sie der Forschungsredaktion des Deutschlandfunk an, bevor sie das Programm von Dradio Wissen mit aufbaute.	Deutschlandradio	Redakteurin
Patrick Klügel	1347		http://13.re-publica.de/files/pictures/picture-1347.jpg	Förderung von Wissenschaftskommunikation und Wissenschaftsjournalismus; davor unter anderem beteiligt an Vernetzungsinitiativen zwischen Schule und Wissenschaft; besonders interessiert an neuen journalistischen Formaten, die Innovationen mit den journalistischen Kerntugenden verbinden; Projekte: "Neue Wege im Wissenschaftsjournalismus", "Tauchgänge in die Wissenschaft"	Robert Bosch Stiftung	Projektleiter Wissenschaftsjournalismus
Jutta Allmendinger	1030		http://13.re-publica.de/files/pictures/picture-1030.jpg	Jutta Allmendinger ist seit 2007 Präsidentin des Wissenschaftszentrums Berlin für Sozialforschung und Professorin für Bildungssoziologie und Arbeitsmarktforschung an der Humboldt-Universität zu Berlin sowie seit 2012 Honorarprofessorin für Soziologie an der Freien Universität Berlin. Sie studierte Sozialwissenschaften in Mannheim und an der University of Madison, Wisconsin und promovierte 1989 an der Harvard University. 1993 habilitierte sie sich an der Freien Universität Berlin. Zwischen 1988 und 1992 war sie am Max-Planck-Institut für Bildungsforschung und an der Harvard Business School tätig. 1992 bis 2007 war Jutta Allmendinger Professorin für Soziologie an der Ludwig-Maximilians-Universität München und leitete von 2003 bis 2007 das Institut für Arbeitsmarkt- und Berufsforschung der Bundesagentur für Arbeit. Sie war Vorsitzende der Deutschen Gesellschaft für Soziologie (1999-2002) und ist Mitglied zahlreicher Akademien, Gremien und Beiräte, darunter die Berlin-Brandenburgische Akademie der Wissenschaften und die Deutsche Akademie der Naturforscher Leopoldina. 2009 wurde sie mit dem „Communicator Preis – Wissenschaftspreis des Stifterverbandes“ ausgezeichnet, 2011 mit dem Verdienstorden des Landes Berlin und 2013 mit dem Schader-Preis der Schader Stiftung. Jutta Allmendinger ist Autorin zahlreicher Bücher, darunter „Frauen auf dem Sprung. Wie junge Frauen heute leben wollen“ (2009), „Verschenkte Potenziale? Lebensverläufe nicht erwerbstätiger Frauen“ (2010) und „Schulaufgaben. Wie wir das Bildungssystem verändern müssen, um unseren Kindern gerecht zu werden“ (2012).	Wissenschaftszentrum Berlin für Sozialforschung (WZB)	Präsidentin
Catherine Barba	1773		http://13.re-publica.de/files/pictures/picture-1773.jpg	Catherine Barba, pioneer of the digital revolution in France, is an expert of digital retail and omnichannel commerce. She has received numerous distinctions including that of “Femme en Or” 2011 and Alumni of the Year ESCP Europe 2012. Her company Catherine Barba Group works for retailers and global brands in their quest for omnichannel: What is a good connected retail experience? How to use digital tools to offer a fully integrated experience that engages the customer in both the virtual and the physical worlds? Prior to that, Catherine managed OMD Interactive (Omnicom group), then became from 1999 to 2003 Managing Director of iFrance, a company launched by the French renowned entrepreneur Marc Simoncini. She started several businesses in the digital industry such as Malinea, a consulting firm for digital business, mobile and e-commerce (acquired by vente-privee.com in 2011), and Cashstore, a cashback website partnering with 1,200 e-commerce merchants, acquired by Plebicom Group in 2010. She imported in France the CyberMonday, is the author of books about e-commerce, including « 2020, the end of e-commerce?», «The brave and fearless e-shopper » and the blog malineaconseil.com, which won the French e-commerce blog award in 2010. She is also administrator of several tech start-ups, including Leetchi.com, Sojeans.com, Frenchweb.fr, MeilleurMobile.com, and columnist on French Business radio BFM. Catherine is very much involved in women, youth and employment, and sponsors associations such as 100 000 Entrepreneurs or Josephine, that aims at restoring women’s dignity and faith in the future.	CB GROUP	Founder and CEO
Adam Thomas	2389		http://13.re-publica.de/files/pictures/picture-2389.jpg	Adam Thomas ist Head of Communications bei Sourcefabric, einer Non-Profit-Organisation, die Open-Source Tools für unabhängige Medienmacher entwickelt. Die Schwerpunkte seiner Arbeit liegen in den Bereichen Open-Source, Newsroom Technologies und Digital Publishing. Er ist künstlerischer Leiter von “Test Signals”, einer Festivalreihe, die sich mit neuen Formaten für Radio und Software beschäftigt. Seit über 20 Jahren ist Thomas im Bereich der digitalen Kultur aktiv, u.a. Gastkurator bei der Transmediale und Program Manager beim AV Festival (UK).	Sourcefabric	Head of Communications
Johannes Kleske	253		http://13.re-publica.de/files/pictures/picture-253.jpg	co-founder of @thirdwaveberlin. everything is interesting to me.	Third Wave	Co-Founder
Uta Meier-Hahn	281		http://13.re-publica.de/files/pictures/picture-281.jpg	Uta Meier-Hahn ist Doktorandin am Alexander von Humboldt Institut für Internet und Gesellschaft. Sie promoviert zur Infrastruktur des Internets, insbesondere zu Verbindungsarrangements unter Internet-Anbietern. Sie ist außerdem Redakteurin beim Internet Policy Review. Nach ihrem Studium der Kulturwissenschaften in Lüneburg und Istanbul arbeitete Uta Meier-Hahn mehrere Jahre beim Norddeutschen Rundfunk als Online-Journalistin und leitete Seminare zur Recherche in sozialen Netzwerken.	Alexander von Humboldt Institut für Internet und Gesellschaft	Doctoral Researcher
Cara Schwarz-Schilling	1938		http://13.re-publica.de/files/pictures/picture-1938.jpg			
Klaus Landefeld	2029		http://13.re-publica.de/files/pictures/picture-2029.jpg	Klaus Landefeld ist seit 1997 als Vorstand von eco e.V. für den Bereich Infrastruktur und Netze sowie den Internetknoten DE-CIX verantwortlich. Er ist Jahrgang 1968, seit 1980 in Datennetzen unterwegs, begleitet das Internet seit 1988 und offeriert Internetdienste seit 1990. Mit „AS3257“ (Nacamar, heute Inteliquent) konzipierte und betrieb er das erste europäische „Tier 1“ Netzwerk. Für World Online realisierte er bereits 1999 Streaming-Platformen für den Massenbetrieb, welche Konzerte von U2, Eurythmics u.ä. übertrug. In 2000 wurden mit der Dauerübertragung von „Big Brother“ unter Verwendung von „Edge Streaming“ neue technische Maßstäbe gesetzt. Derzeit beschäftigt er sich mit Planung, Aufbau und Betrieb von Breitbandnetzen (FTTx, DSL), der Einführung von IPv6 und IPTV in Providernetzen sowie der Migration von Sprachdiensten zu IP. Er ist Mitglied im Lenkungskreis ATRT der Bundesnetzagentur, Mitglied im Beirat Hessen-IT, Mitglied der Expertengruppe "Breitband" des BMWI, war erstes internationales Mitglied von LINX, JPIX sowie Gründungsmitglied bei DENIC eG, AMS-IX und MINX.	eco e.V.	Vorstand Infrastruktur
Jan Krancke	2028		http://13.re-publica.de/files/pictures/picture-2028.jpg		Deutsche Telekom AG	
Simon Schlauri	2030		http://13.re-publica.de/files/pictures/picture-2030.jpg	Geboren 1973 in St. Gallen, Schweiz Ausbildung: 2010 Habilitationsschrift über Netzneutralität; Privatdozent für Privat-, Handels- und Wirtschaftsrecht an der Universität Zürich 2004	Zürcher Anwaltspatent 2002	Dissertation zu elektronischen Signaturen; Dr. iur. 1993 – 1998	Jurastudium an der Universität Zürich; lic. Iur. 1980 – 1993	Primar- und Mittelschulen, St. Gallen Berufserfahrung: 2012 – heute	Partner bei Ronzani Schlauri Anwälte, Zurich 2010 – 2012	Senior Legal Counsel bei Sunrise Communications AG, Zürich 2009 – 2010	Legal Counsel bei ricardo Group, Zug (internationale Gruppe von E-Commerce- und Auktionsplattformen) 2006	Gastwissenschaftler am Institut für Informations-, Technologie- und Medienrecht an der Universität Münster (Westfalen) bei Prof. Dr. Thomas Hoeren 2003 – 2008	Oberassistent für Handels- und Wirtschaftsrecht an der Universität Zürich 2002 – 2003	Anwaltspraktium bei Homburger, Zürich 2002	Auditor am Bezirksgericht Zürich	Ronzani Schlauri Anwälte; Universität Zürich	Partner bei Ronzani Schlauri Anwälte; Privatdozent an der Universität Zürich
Friedrich von Borries	1518		http://13.re-publica.de/files/pictures/picture-1518.jpg	Friedrich von Borries, * 1974, ist seit 2009 Professor für Designtheorie und kuratorische Praxis an der HFBK Hamburg. Dort leitet er das DFG geförderte Forschungsprojekt „Urbane Interventionen“. 2008 war von Borries Generalkommissar und Kurator für den Deutschen Beitrag auf der XI. Architekturbiennale (2008) in Venedig, 2010 kuratierte er die Ausstellung “Klimakapseln” im Museum für Kunst und Gewerbe Hamburg. Friedrich von Borries publiziert über Fragen von Kunst, Architektur und Design in Monopol und schreibt für Die Zeit, FAZ und Die Welt. Zuletzt erschien von ihm im Merve Verlag der “Glossar der Interventionen”und bei Suhrkamp der Roman 1WTC.	www.friedrichvonborries.de	Professor für Designtheorie an der HFBK Hamburg, Kurator, Autor
Markus Beckedahl	46		http://13.re-publica.de/files/pictures/picture-46.jpg	Markus Beckedahl ist Mit-Gründer und Veranstalter der re:publica. Er bloggt seit 2002 auf netzpolitik.org über Politik in der digitalen Gesellschaft. Er ist Mitgründer der newthinking communications GmbH, einer Agentur für Open Source Strategien und digitale Kultur, mit Sitz in Berlin. Er sitzt als Sachverständiger in der Enquete-Kommission des Deutschen Bundestages zu “Internet und digitale Gesellschaft” und ist Mitglied des Medienrates der Medienanstalt Berlin-Brandenburg sowie persönliches Mitglied der deutschen UNESCO-Kommission. Ehrenamtlich ist er Sprecher von Creative Commons Deutschland.	netzpolitik.org	
Mariana Bozesan	1324		http://13.re-publica.de/files/pictures/picture-1324.jpg	Dr. Bozesan ist erfolgreiche Investorin, Mehrfach-Unternehmerin, Wissenschaftlerin, Venture Philanthropin, Autorin und die führende Autorität der integralen Nachhaltigkeitsbewegung im Investmentbereich. Sie ist internationales Vollmitglied des renommierten Club of Rome und die Gründerin von AQAL Capital und AQAL Investing, das erste Family Office das weltweit die UN PRI adoptiert hat. Ob sie nun als Nachhaltigkeitsberaterin der deutschen, holländischen, amerikanischen oder chinesischen Regierung fungiert oder an wichtigen Konferenzen wie RIO+20 aktiv mitwirkt, sie setzt sich immer für die Implementierung von integralem Denken mit nachhaltiger Wirkung in Gesellschaft, Finanz- und Businesswelt ein. In ihren Aktivitäten integriert sie traditionelle Investmentkriterien mit sozialen Kriterien und Umweltkriterien in einer ganzheitlichen Weise, mit der Absicht, die künstliche Trennung zwischen Menschen, Erde und Profit aufzuheben. Die Diplom-Informatikerin (Karlsruhe und Stanford) und promovierte Psychologin (Ph.D. von ITP Palo Alto) ist seit 1995 weltweit auch als Kapitalgeberin tätig.	AQAL Capital	Partner & Co-Founder
Maximilian Martin	1073		http://13.re-publica.de/files/pictures/picture-1073.jpg	Dr. Maximilian Martin ist Gründer und Geschäftsführer der Impact Economy AG. Er hat Europas erste globale Plattform für Philanthropie- und Impact Investing-Dienstleistungen in der Vermögensverwaltung aufgebaut (den Philanthropie-Bereich der UBS und das UBS Philanthropy Forum), die erste Lehrveranstaltung zu Social Entrepreneurship in Europa entwickelt und an der Universität Genf unterrichtet und den Term „Impact Economy“ geprägt. Er ist ferner Begründer des „Faculty in Residence“ Programms an der Ashoka U (USA) und unterrichtet Social Entrepreneurship an der Universität St.Gallen in der Schweiz. Weitere Engagements umfassten die Leitung der Forschung bei der Schwab Foundation for Social Entrepreneurship, wo er auch für Afrika verantwortlich war, Senior Consultant bei McKinsey & Company, Lehrbeauftragter an der volkswirtschaftlichen Fakultät der Harvard-Universität sowie Fellow am Center for Public Leadership an der Harvard Kennedy School. Max hat über hundert Artikel über soziales Unternehmertum (Social Business) und Philanthropie, unternehmerische Verantwortung (Corporate Responsability), Wirkungsinvestitionen (Impact Investments) und verwandte Themen verfasst (http://ssrn.com/author=794432). Er verfügt über einen Masterabschluss in Ethnologie der Indiana Universität Bloomington, einen Master of Public Administration der Harvard Kennedy School und eine Promotion in Wirtschaftsethnologie der Universität Hamburg.	Impact Economy	Gründer und Geschäftsführer
Ben White	1098		http://13.re-publica.de/files/pictures/picture-1098.jpg	Ben White is a serial entrepreneur who joined his first startup at the age of 24. He joined AfricaReport in South Africa and later served as commercial director of the social venture Africa Interactive. Ben has done extensive ethnographic research on the emergence of software cultures in and around Kampala, Uganda and developed the East Africa ICT Entrepreneurship program at Hivos (investing in projects like Ushahidi, iHub, Sodnet & Map Kibera). He has taught a course in Interactive Media & Entrepreneurship at a local college in Amsterdam. Ben is a founding board member of AfriLabs, a network of African technology incubators, and in 2007 he founded VC4Africa as a community for entrepreneurs and investors. Ben is also an advisor to ActivSpaces, a technology incubator in Cameroon, and a partner in Sanaga Ventures, an early stage investor in African ventures. LinkedIn: http://www.linkedin.com/in/benwhite	VC4Africa	Founder
